Key,english
perkTheCompletionistDesc,"If you qualify for this perk, you might want to put the mod down and go outside.  This means you, MC."
perkTheCompletionistRank1Title,The Completionist
perkTheCompletionistRank1Desc,"Gain 25% extra XP. Never suffer ill effects from death. Increase crafting tier by 20 for all future technology items.  [DECEA3]Level Requirements:[-] Complete all classes, all their masteries and the Technology Crafting perk."
perkBicycleName,Bicycles for Dumbshits
perkBicycleDesc,Even total dumbshits can build a bicycle if they follow the steps in this simple guide.
perkBicycleRank1Desc,"Unlocks the bicycle recipe.  [DECEA3]Level Requirements:[-] Player Level 5, No Mechanic Class"
perkMinibikeName,Vehicles For Dumbshits
perkMinibikeDesc,"With this knowledge, even a total dumbshit will be able to throw together some kind of apocalypse ready vehicle"
perkMinibikeRank1Desc,Minibike Mechanic
perkMinibikeRank2Desc,Motorcycle Tinkerer
perkMinibikeRank3Desc,4x4 Master
perkMinibikeRank1LongDesc,"Unlocks the minibike recipe. [DECEA3]Level Requirements:[-] Player Level 10, No Mechanic Class"
perkMinibikeRank2LongDesc,"Unlocks the motorcycle and parts recipes. [DECEA3]Level Requirements:[-] Player Level 20, No Mechanic Class"
perkMinibikeRank3LongDesc,"Unlocks the 4x4 and parts recipes. [DECEA3]Level Requirements:[-] Player Level 30, No Mechanic Class"
perkSledgehammersDesc,Unlocks the sledgehammer and titanium sledgehammer recipes.
perkSledgehammersName,Sledgehammer Crafting
perkSledgehammersRank1Desc,Unlocks the sledgehammer recipe.  [DECEA3]Level Requirements:[-] Weapon Crafting 1
perkSledgehammersRank2Desc,Unlocks the steel sledgehammer recipe.  [DECEA3]Level Requirements:[-] Weapon Crafting 2
perkSledgehammersRank3Desc,Unlocks the titanium sledgehammer recipe.  [DECEA3]Level Requirements:[-] Player Level 100
perkSledgehammersRank1Title,Sledgehammer Crafting 1
perkSledgehammersRank2Title,Sledgehammer Crafting 2
perkSledgehammersRank3Title,Sledgehammer Crafting 3
perkDemolitionsExpertName,Demolitions Expert
perkDemolitionsExpertDesc,Specialize in explosive weapons to dismember your foes
perkDemolitionsExpertRank1Desc,Grenadier Initiate
perkDemolitionsExpertRank1LongDesc,"You are now a grenadier initiate. Increase damage 10%, reload speed 15%, aim 10% faster, 50% chance to stun enemies and a 5% greater chance to dismember. Craft pipe bombs and dynamite."
perkDemolitionsExpertRank2Desc,"I'm TNT, I'm dynamite"
perkDemolitionsExpertRank2LongDesc,"Increase damage by 20%, reload speed 20%, aim 20% faster, 100% chance to stun enemies, and a 10% greater chance to dismember. Craft timed charge."
perkDemolitionsExpertRank3Desc,Explosives Handler
perkDemolitionsExpertRank3LongDesc,"You are now an explosives handler. Increase damage 30%, increase reload speed by 25%, aim 30% faster, have a 33% chance to cripple enemies and a 20% greater chance to dismember. Craft both types of grenade."
perkDemolitionsExpertRank4Desc,Rocket Man
perkDemolitionsExpertRank4LongDesc,"You are now a Rocket Man. Increase damage 40%, reload speed by 30%, aim 40% faster, have a 66% chance to cripple enemies and a 30% greater chance to dismember. Craft high explosive rockets and anti-personnel fragmentation rockets."
perkDemolitionsExpertRank5Desc,Demolitions Expert
perkDemolitionsExpertRank5LongDesc,"Demolitions expert. You make things go boom in a big way. Increase damage 50%, reload speed by 35%, aim 50% faster and a 45% greater chance to dismember. Stun lasts longer on enemies. Craft Flamethrowers."
DFClassPaper,Blank Class Paper
ClassPaperDesc,Use this item to craft the starter item for the class you wish to choose.
DFClassPaperMaster,Blank Class Paper
ClassPaperMasterDesc,Use this item to craft the starter item for the class you wish to choose.
DFCivilianClassBook,Class - Scavenger
ClassPaperCivilianDesc,Some people picked up skills useful for the apocalypse. You? You're a blank slate.
DFFarmerClassBook,Class - Farmer
ClassPaperFarmerDesc,"Prior to the world ending, you had a plot of land and were quite skilled at growing various plants."
DFHunterClassBook,Class - Hunter
ClassPaperHunterDesc,You've always been pretty handy with a rifle and stalking prey.
DFLaborerClassBook,Class - Laborer
ClassPaperLaborerDesc,"In a previous life, you had a job working construction. People always need builders in this new world."
DFMechanicClassBook,Class - Mechanic
ClassPaperMechanicDesc,Anything with an engine was your jam. Could be useful in the new world.
DFScientistClassBook,Class - Scientist
ClassPaperScientistDesc,"A lot of your time used to be spent in the lab. Now, all that knowledge about chemicals might keep you alive and healthy."
DFSecurityClassBook,Class - Security
ClassPaperSecurityDesc,"You were either a policeman or in the armed forces. No matter which, you know your way around armor and guns."
DFSurvivalistClassBook,Class - Survivalist
ClassPaperSurvivalistDesc,You prepared for this day. You picked up a lot of skills that mean you can survive without modern technology.
DFFarmerMasteryBook,Farmer Mastery Book
DFHunterMasteryBook,Hunter Mastery Book
DFLaborerMasteryBook,Laborer Mastery Book
DFMechanicMasteryBook,Mechanic Mastery Book
DFScientistMasteryBook,Scientist Mastery Book
DFSecuritytMasteryBook,Security Mastery Book
DFSurvivalistMasteryBook,Survivalist Mastery Book
MasteryBookDesc,Unlock the mastery level of your class with this book! Must be read from the hotbar.
DFskillArcheryBook,Archery Notes
skillArcheryBookDesc,Looks like you found some Archery tips and tricks. Must be read from the hotbar.
DFskillAthleticsBook,Athletics Notes
skillAthleticsBookDesc,Looks like you found some Athletics tips and tricks. Must be read from the hotbar.
DFskillAutomaticsBook,Automatic Weapon Notes
skillAutomaticsBookDesc,Looks like you found some Automatic Weapon tips and tricks. Must be read from the hotbar.
DFskillBladesBook,Bladed Weapon Notes
skillBladesBookDesc,Looks like you found some tips and tricks for Bladed Weapons. Must be read from the hotbar.
DFskillBluntBook,Blunt Weapon Notes
skillBluntBookDesc,Looks like you found some tips and tricks for Blunt Weapons. Must be read from the hotbar.
DFskillArmorBook,Armor Notes
skillCloth-ArmorBookDesc,Looks like you found some Armor tips and tricks. Must be read from the hotbar.
DFskillConstructionBook,Construction Tool Notes
skillConstructionBookDesc,Looks like you found some tips and tricks for Construction Tools. Must be read from the hotbar.
DFskillMiningBook,Mining Tool Notes
skillMiningBookDesc,Looks like you found some tips and tricks for Mining Tools. Must be read from the hotbar.
DFskillPistolBook,Pistol Notes
skillPistolBookDesc,Looks like you found some Pistol tips and tricks. Must be read from the hotbar.
DFskillRiflesBook,Rifle Notes
skillRifleBookDesc,Looks like you found some Rifle tips and tricks. Must be read from the hotbar.
DFskillScavengingBook,Scavenging Notes
skillScavengingBookDesc,Looks like you found some tips and tricks on Scavenging. Must be read from the hotbar.
DFskillShotgunBook,Shotgun Notes
skillShotgunBookDesc,Looks like you found some Shotgun tips and tricks. Must be read from the hotbar.
DFskillGenericBook,Generic Skill Notes
skillGenericDesc,A pretty rare book full of general knowledge and useful information (+1 skill point to assign).
DFforgeAhead,Forge Ahead
DFforgeAheadDesc,Read this book to learn how to craft a forge and bellows. Must be read from the hotbar.
DFToolsoftheTrade,Tools of the Trade
DFToolsoftheTradeDesc,Learn how to craft a claw hammer and wrench by reading this book. Must be read from the hotbar.
DFreloadingWeekly,Reloading Weekly
DFreloadingWeeklyDesc,Learn how to craft your own ammo by reading this book.
DFPistolBook,Pistol Book
DFPistolBookDesc,"Read the pistol book to learn how to assemble, repair and augment 9mm pistols. Must be read from the hotbar."
DFP225book,P225 Schematic
DFP225bookDesc,"Read the P225 book to learn how to assemble, repair and augment P225 pistols. Must be read from the hotbar."
DFMagnumBook,Enforcer Magazine
DFMagnumBookDesc,Do you feel lucky? You should. Now you can repair and assemble .44 Magnums which will blow a man's head off. Must be read from the hotbar.
DFShotgunBook,Shotgun Schematic
DFShotgunBookDesc,"Learn how to assemble, repair and augment shotguns by reading this schematic. Must be read from the hotbar."
DFCombatShotgunBook,Combat Shotgun Schematic
DFCombatShotgunBookDesc,"Learn how to assemble, repair and augment combat shotguns by reading this schematic. Must be read from the hotbar."
DFHuntingRifleBook,Hunting Rifle Schematic
DFHuntingRifleBookDesc,Learn how to repair and assemble hunting rifles by reading this schematic. Must be read from the hotbar.
DFWinchesterRifleBook,Winchester Rifle Schematic
DFWinchesterRifleBookDesc,Notes on how to assemble and maintain the Winchester Rifle. Must be read from the hotbar.
DFSniperRifleBook,Sniper Rifle Schematic
DFSniperRifleBookDesc,"Learn how to assemble, repair and augment precision rifles by reading this schematic. Must be read from the hotbar."
DFAK47Book,AK-47 Schematic
DFAK47BookDesc,"Learn how to assemble, repair and augment AK-47 Assault Rifles by reading this schematic. Must be read from the hotbar."
DFAR15Book,AR-15 Schematic
DFAR15BookDesc,"Learn how to assemble, repair and augment AR-15 Assault Rifles by reading this schematic. Must be read from the hotbar."
DFSMGBook,SMG Schematic
DFSMGBookDesc,"Learn how to assemble, repair and augment Submachine Guns by reading this schematic. Must be read from the hotbar."
DFBowBook,Bow Schematic
DFBowBookDesc,Notes on how to craft crossbows and compound bows. Must be read from the hotbar.
DFKnifesBook,Butchering tool Schematic
DFKnifesBookDesc,Notes on how to craft hunting knives and machetes. Must be read from the hotbar.
DFLeatherArmorBook,Leather Armor Schematic
DFLeatherArmorBookDesc,Learn how to craft leather armor by reading this schematic. Must be read from the hotbar.
DFScrapArmorBook,Scrap Armor Schematic
DFScrapArmorBookDesc,Learn MacDyver's secret to making scrap metal armor by reading this gem by the king of made-up stuff. Must be read from the hotbar.
DFFarmingBook,Farming Tips
DFFarmingBookDesc,Learn how to craft various seeds and animal coops. Can be read multiple times. Must be read from the hotbar.
DFminibikeBook,Vehicles For Dumbshits
DFminibikeBookDesc,Even a total dumbshit can throw together a functional apocalypse vehicle with this book
meleeToolAugerSchematicDesc,Learn how to repair and assemble augers by reading this schematic. Must be read from the hotbar.
meleeToolChainsawSchematicDesc,Learn how to assemble and repair chainsaws by reading this schematic. Must be read from the hotbar.
batterybankSchematicDesc,Learn to craft a battery bank by reading this schematic. Must be read from the hotbar.
beerSchematic,Tasting And Brewing
beerSchematicDesc,Read this book to learn how to brew beer.
drugHerbalAntibioticsRecipeSchematic,Herbal Antibiotics Recipe
drugHerbalAntibioticsRecipeSchematicDesc,Read this ancient Navezgane Apache Indian medicine man recipe to learn how to make herbal antibiotics.
meleeToolSledgehammerSchematic,Sledgehammer Schematic
meleeToolSledgehammerSchematicDesc,Learn how to craft a sledgehammer by reading this schematic.
DFmeleeSpearStone,Stone Spear
stoneSpearDesc,"Slightly better than a wooden club, with longer range but uses more stamina."
DFmeleeToolstoneHammer,Stone Hammer
stoneHammerDesc,"A primitive tool useful for repairing & upgrading walls, doors & windows. Not the best weapon."
DFmeleeToolPickaxeScrap,Scrap Iron Pickaxe
pickaxeScrapDesc,The scrap iron pickaxe is great for breaking stone and harvesting minerals.
DFmeleeToolFireaxeScrap,Scrap Iron Fireaxe
fireaxeScrapDesc,The fireaxe is good for harvesting wood and has a better chance to dismember than most weapons.
DFmeleeToolShovelScrap,Scrap Iron Shovel
shovelScrapDesc,"The scrap iron shovel is great for digging through earth, sand or snow."
DFmeleeToolMacheteScrap,Scrap Machete
scrapMacheteDesc,Great for chopping zombie limbs off and gutting animals for meat.
DFmeleeToolHoeScrap,Scrap Iron Garden Hoe
hoeScrapDesc,The scrap iron gardening hoe is great tool for turning poor soil into fertile soil for planting crops.
DFmeleeToolSteelWrench,Steel Wrench
steelWrenchDesc,"Great for disassembling mechanical devices like cars, air conditioners and more. Can also be used to repair and upgrade walls."
DFmeleeToolPickaxeTitanium,Titanium Pickaxe
pickaxeTitaniumDesc,The titanium pickaxe is great for breaking stone and harvesting minerals.
DFmeleeToolFireaxeTitanium,Titanium Fireaxe
fireaxeTitaniumDesc,The fireaxe is good for harvesting wood and has a better chance to dismember than most weapons.
DFmeleeToolShovelTitanium,Titanium Shovel
shovelTitaniumDesc,"The titanium shovel is great for digging through earth, sand or snow."
DFmeleeToolMacheteTitanium,Titanium Machete
titaniumMacheteDesc,Great for chopping zombie limbs off and gutting animals for meat.
DFmeleeToolChainsawTitanium,Titanium Chainsaw
chainsawTitaniumDesc,A laborer only tool. Assemble with other parts to create a complete titanium chainsaw.
DFmeleeToolAugerTitanium,Titanium Auger
augerTitaniumDesc,Much more durable and upgraded version of the standard auger. Uses gasoline for fuel.
DFclubTitanium,Titanium Reinforced Club
clubTitaniumDesc,"Like an iron club, but more durable and does more damage."
DFtitaniumSledgehammer,Titanium Sledgehammer
titaniumSledgehammerDesc,The titanium sledgehammer is one of the best weapons for cracking skulls with a better chance to score a critical blow.
DFtitaniumHuntingKnife,Titanium Hunting Knife
titaniumHuntingKnifeDesc,Great for slashing zombies and gutting animals for meat.
DFresourceArrowHeadTitanium,Titanium Arrowhead
titaniumArrowHeadDesc,A titanium arrowhead used to craft titanium-tipped arrows.
DFammoArrowTitanium,Titanium Arrow (Ammo)
titaniumArrowDesc,A titanium arrow does more damage than any of the non-flaming or exploding arrows. Hold reload to use alternate ammo.
DFammoCrossbowBoltTitanium,Titanium Crossbow Bolt (Ammo)
titaniumCrossbowBoltDesc,A titanium crossbow bolt does more damage than the iron and steel crossbow bolts. Hold reload to use alternate ammo.
DFmeleeSpearTitanium,Titanium Spear
titaniumSpearDesc,"Slightly worse than a titanium club, but has a longer range."
DFgunP225,P225 Pistol
gunP225Desc,Pistol that uses 9mm and 9mm HP ammo. More accurate than the standard pistol and has a larger magazine.
gunMGT2TacticalAR,AR15 Semi-Auto Rifle
gunAR15Desc,For when something absolutely has to die in a hail of bullets. Uses 9mm rounds.
DFCombatShotgun,Combat Shotgun
gunCombatShotgunDesc,For when something absolutely has to die in a hail of shotgun shells or slugs.
DFgunWinchesterRifle,Winchester Rifle
gunWinchesterRifleDesc,Greater stopping power than a standard rifle with a larger magazine. Uses 44 magnum rounds.
DFgunM4A1,M4A1 Automatic Rifle
gunM4A1Desc,For when something absolutely has to die in a hail of bullets. Uses 7.62 rounds.
DFgunTitaniumCrossbow,Titanium Crossbow
steelCrossbowDesc,"This crossbow deals more damage, has further range and improved durability than a normal crossbow."
DFemptyBowl,Clay Bowl
emptyBowlDesc,An empty clay bowl can be filled at water sources using the secondary action or used in other recipes
DFbowlRiverWater,Bowl of Murky Water
bowlRiverWaterDesc,Disgusting murky water but it's the apocalypse. You can't be picky.
DFbowlWater,Bowl of Water
bowlWaterDesc,A bowl of fresh water. Well as fresh as you can get in the apocalypse.
DFstick,Stick
stickDesc,A stick. Used for making arrows. Can also be used for fuel... or to poke things.
DFsharpRock,Sharp Rock
sharpRockDesc,Sharp rocks are used to make very basic weapons and tools.
DFsterileBandage,Sterile Bandage
sterileBandageDesc,A slightly more useful bandage made from cloth and sap. Stops bleeding and heals for a small amount.
DFfuelLog,Fuel Log
fuelLogDesc,Made from sap and wood. Burns longer than wood or coal.
DFtitaniumClawHammer,Titanium Claw Hammer
titaniumclawHammerDesc,The Titanium claw hammer is great for repairing and upgrading base walls and not bad as a weapon. It is the only item that can upgrade to titanium. Unique to the laborer class.
DFquill,Quill
quillDesc,Used for crafting your own skill books and quests.
DFink,Ink
inkDesc,Used for crafting your own skill books and quests.
DFanimalFeed,Animal Feed
